transaction_id,customer_id,account_type,transaction_date,transaction_type,merchant_category,transaction_channel,transaction_amount,transaction_status,state
TXN0000004330,CUST000054,Savings Account,2026-04-28,Debit,Shopping,Internet Banking,8611.97,Success,Nevada
TXN0000004331,CUST000054,Loan Account,2026-01-21,Debit,Shopping,UPI,3170.26,Success,Nevada
TXN0000004332,CUST000054,Credit Card,2026-06-17,Debit,Utilities,UPI,10104.94,Success,Nevada
TXN0000004333,CUST000054,Savings Account,2025-12-06,Debit,Groceries,UPI,4292.84,Success,Nevada
TXN0000004334,CUST000054,Credit Card,2025-12-20,Debit,Loan EMI,UPI,11453.08,Success,Nevada
TXN0000004335,CUST000054,Savings Account,2025-08-17,Debit,Restaurant,Internet Banking,8229.16,Success,Nevada
TXN0000004336,CUST000054,Savings Account,2025-11-26,Debit,Healthcare,UPI,1413.81,Success,Nevada
TXN0000004337,CUST000054,Loan Account,2025-08-10,Debit,Groceries,Mobile Banking,26209.8,Success,Nevada
TXN0000004338,CUST000054,Loan Account,2025-07-18,Debit,Groceries,UPI,12199.9,Success,Nevada
TXN0000004339,CUST000054,Credit Card,2025-09-14,Debit,Loan EMI,UPI,11758.37,Success,Nevada
TXN0000004340,CUST000054,Credit Card,2025-10-26,Debit,Shopping,UPI,21465.09,Success,Nevada
TXN0000004341,CUST000054,Savings Account,2025-08-12,Debit,Travel,Mobile Banking,10036.79,Success,Nevada
TXN0000004342,CUST000054,Credit Card,2025-07-26,Debit,Loan EMI,ATM,17720.19,Success,Nevada
TXN0000004343,CUST000054,Credit Card,2025-09-22,Debit,Restaurant,Mobile Banking,21134.15,Success,Nevada
TXN0000004344,CUST000054,Loan Account,2026-06-30,Debit,Insurance,Mobile Banking,5121.39,Success,Nevada
TXN0000004345,CUST000054,Credit Card,2025-07-27,Debit,Groceries,UPI,17362.78,Success,Nevada
TXN0000004346,CUST000054,Credit Card,2026-06-26,Debit,Travel,ATM,2076.66,Success,Nevada
TXN0000004347,CUST000054,Savings Account,2025-09-12,Debit,Fuel,UPI,4126.62,Success,Nevada
TXN0000004348,CUST000054,Savings Account,2026-05-11,Debit,Restaurant,POS,14255.78,Success,Nevada
TXN0000004349,CUST000054,Loan Account,2026-03-12,Debit,Restaurant,UPI,6615.48,Success,Nevada
TXN0000004350,CUST000054,Credit Card,2025-08-10,Debit,Insurance,UPI,22478.35,Success,Nevada
TXN0000004351,CUST000054,Savings Account,2026-04-11,Debit,Insurance,POS,7505.61,Success,Nevada
TXN0000004352,CUST000054,Loan Account,2026-03-11,Debit,Groceries,Mobile Banking,17217.54,Success,Nevada
TXN0000004353,CUST000054,Credit Card,2025-08-25,Debit,Fuel,UPI,14166.87,Success,Nevada
TXN0000004354,CUST000054,Loan Account,2026-04-25,Debit,Restaurant,Mobile Banking,26785.01,Success,Nevada
TXN0000004355,CUST000054,Loan Account,2026-06-25,Debit,Groceries,Mobile Banking,20146.78,Success,Nevada
TXN0000004356,CUST000054,Credit Card,2026-02-26,Credit,Salary Credit,POS,244609.04,Success,Nevada
TXN0000004357,CUST000054,Credit Card,2025-10-30,Debit,Shopping,Internet Banking,10397.28,Success,Nevada
TXN0000004358,CUST000054,Credit Card,2026-02-23,Debit,Shopping,UPI,21085.7,Success,Nevada
TXN0000004359,CUST000054,Credit Card,2025-11-14,Debit,Fuel,UPI,24680.52,Success,Nevada
TXN0000004360,CUST000054,Loan Account,2026-02-25,Debit,Utilities,POS,14608.93,Success,Nevada
TXN0000004361,CUST000054,Credit Card,2025-11-11,Debit,Utilities,UPI,18573.88,Success,Nevada
TXN0000004362,CUST000054,Loan Account,2025-10-25,Credit,Loan Disbursement,Mobile Banking,44442.39,Success,Nevada
TXN0000004363,CUST000054,Savings Account,2025-09-05,Credit,Salary Credit,UPI,93920.85,Success,Nevada
TXN0000004364,CUST000054,Loan Account,2025-08-13,Debit,Groceries,Internet Banking,12630.56,Success,Nevada
TXN0000004365,CUST000054,Credit Card,2026-05-31,Debit,Shopping,UPI,1037.98,Success,Nevada
TXN0000004366,CUST000054,Loan Account,2025-10-18,Credit,Salary Credit,Internet Banking,112118.33,Success,Nevada
TXN0000004367,CUST000054,Credit Card,2025-11-09,Debit,Utilities,UPI,28947.16,Success,Nevada
TXN0000004368,CUST000054,Loan Account,2026-04-02,Debit,Shopping,POS,2859.02,Success,Nevada
TXN0000004369,CUST000054,Loan Account,2026-01-05,Credit,Interest Credit,UPI,249259.46,Success,Nevada
TXN0000004370,CUST000054,Savings Account,2026-05-26,Debit,Utilities,UPI,3412.97,Success,Nevada
TXN0000004371,CUST000054,Loan Account,2025-11-25,Debit,Restaurant,POS,20746.49,Success,Nevada
TXN0000004372,CUST000054,Loan Account,2025-12-16,Debit,Shopping,Mobile Banking,21072.04,Success,Nevada
TXN0000004373,CUST000054,Savings Account,2026-06-10,Credit,Salary Credit,POS,33867.16,Success,Nevada
TXN0000004374,CUST000054,Loan Account,2025-12-30,Debit,Fuel,Mobile Banking,7523.13,Success,Nevada
TXN0000004375,CUST000054,Credit Card,2026-05-27,Debit,Shopping,Mobile Banking,5398.32,Success,Nevada
TXN0000004376,CUST000054,Savings Account,2026-06-12,Debit,Groceries,Mobile Banking,2014.64,Success,Nevada
TXN0000004377,CUST000054,Loan Account,2026-04-09,Debit,Groceries,UPI,17102.75,Success,Nevada
TXN0000004378,CUST000054,Loan Account,2025-08-22,Debit,Shopping,POS,9382.74,Success,Nevada
TXN0000004379,CUST000055,Loan Account,2025-11-10,Debit,Groceries,Internet Banking,1346.7,Success,Texas
TXN0000004380,CUST000055,Loan Account,2025-08-08,Debit,Restaurant,POS,8801.88,Success,Texas
TXN0000004381,CUST000055,Loan Account,2025-11-19,Credit,Cash Deposit,UPI,220335.13,Success,Texas
TXN0000004382,CUST000055,Loan Account,2025-07-25,Debit,Healthcare,UPI,11049.91,Success,Texas
TXN0000004383,CUST000055,Credit Card,2026-02-13,Debit,Utilities,UPI,5807.14,Success,Texas
TXN0000004384,CUST000055,Loan Account,2026-01-02,Debit,Fuel,Mobile Banking,9459.9,Success,Texas
TXN0000004385,CUST000055,Loan Account,2026-03-13,Credit,Salary Credit,Mobile Banking,128181.84,Success,Texas
TXN0000004386,CUST000055,Loan Account,2025-08-31,Debit,Travel,POS,12468.62,Success,Texas
TXN0000004387,CUST000055,Savings Account,2025-10-10,Debit,Healthcare,Mobile Banking,27114.78,Success,Texas
TXN0000004388,CUST000055,Loan Account,2026-06-15,Debit,Groceries,UPI,24075.74,Success,Texas
TXN0000004389,CUST000055,Credit Card,2026-02-19,Debit,Restaurant,POS,12338.58,Success,Texas
TXN0000004390,CUST000055,Loan Account,2025-12-15,Debit,Groceries,Mobile Banking,28724.07,Success,Texas
TXN0000004391,CUST000055,Savings Account,2025-09-22,Debit,Utilities,UPI,13882.05,Success,Texas
TXN0000004392,CUST000055,Credit Card,2026-04-25,Debit,Fuel,Mobile Banking,8494.67,Success,Texas
TXN0000004393,CUST000055,Savings Account,2025-07-15,Debit,Groceries,UPI,27139.5,Success,Texas
TXN0000004394,CUST000055,Loan Account,2025-12-03,Debit,Education,UPI,28902.64,Success,Texas
TXN0000004395,CUST000055,Savings Account,2026-05-30,Debit,Utilities,POS,22079.98,Success,Texas
TXN0000004396,CUST000055,Loan Account,2025-11-18,Debit,Shopping,UPI,15502.32,Success,Texas
TXN0000004397,CUST000055,Savings Account,2026-04-20,Debit,Fuel,POS,28172.83,Success,Texas
TXN0000004398,CUST000055,Credit Card,2025-08-03,Credit,Salary Credit,Mobile Banking,102887.21,Success,Texas
TXN0000004399,CUST000055,Loan Account,2025-10-17,Debit,Insurance,Mobile Banking,9598.69,Success,Texas
TXN0000004400,CUST000055,Loan Account,2026-04-27,Credit,Investment Redemption,UPI,148313.69,Success,Texas
TXN0000004401,CUST000055,Loan Account,2025-10-05,Credit,Refund,Internet Banking,130858.08,Success,Texas
TXN0000004402,CUST000055,Credit Card,2026-05-16,Debit,Groceries,UPI,6060.64,Success,Texas
TXN0000004403,CUST000055,Savings Account,2026-05-28,Debit,Fuel,Mobile Banking,14758.75,Success,Texas
TXN0000004404,CUST000055,Credit Card,2026-01-13,Debit,Groceries,UPI,10742.52,Success,Texas
TXN0000004405,CUST000055,Credit Card,2025-08-25,Debit,Entertainment,Mobile Banking,13290.88,Success,Texas
TXN0000004406,CUST000055,Credit Card,2025-11-10,Debit,Restaurant,POS,18100.73,Success,Texas
TXN0000004407,CUST000055,Savings Account,2026-03-10,Debit,Restaurant,Mobile Banking,26620.85,Success,Texas
TXN0000004408,CUST000055,Loan Account,2025-07-19,Debit,Restaurant,Internet Banking,29858.35,Failed,Texas
TXN0000004409,CUST000055,Loan Account,2025-11-28,Debit,Entertainment,UPI,1094.57,Success,Texas
TXN0000004410,CUST000055,Savings Account,2026-03-02,Debit,Utilities,Internet Banking,2856.07,Success,Texas
TXN0000004411,CUST000055,Loan Account,2026-02-12,Debit,Restaurant,Mobile Banking,4215.52,Success,Texas
TXN0000004412,CUST000055,Credit Card,2026-05-09,Debit,Fuel,Internet Banking,21844.24,Success,Texas
TXN0000004413,CUST000055,Loan Account,2026-05-02,Debit,Shopping,UPI,17077.15,Success,Texas
TXN0000004414,CUST000055,Savings Account,2025-08-06,Debit,Entertainment,Mobile Banking,29016.55,Success,Texas
TXN0000004415,CUST000055,Savings Account,2025-12-27,Debit,Restaurant,Mobile Banking,26125.28,Success,Texas
TXN0000004416,CUST000055,Savings Account,2026-03-21,Debit,Shopping,UPI,27790.29,Success,Texas
TXN0000004417,CUST000055,Credit Card,2026-06-04,Credit,Salary Credit,Internet Banking,224114.19,Success,Texas
TXN0000004418,CUST000055,Credit Card,2025-12-06,Debit,Groceries,Mobile Banking,9649.29,Success,Texas
TXN0000004419,CUST000055,Loan Account,2025-07-16,Debit,Travel,UPI,4771.7,Success,Texas
TXN0000004420,CUST000055,Savings Account,2025-12-18,Debit,Groceries,POS,27218.29,Success,Texas
TXN0000004421,CUST000055,Credit Card,2025-10-19,Debit,Entertainment,Mobile Banking,11054.79,Success,Texas
TXN0000004422,CUST000055,Loan Account,2026-06-24,Debit,Shopping,UPI,21550.88,Success,Texas
TXN0000004423,CUST000055,Savings Account,2025-08-03,Credit,Cash Deposit,UPI,64604.63,Success,Texas
TXN0000004424,CUST000055,Loan Account,2026-02-19,Debit,Shopping,Mobile Banking,2203.61,Success,Texas
TXN0000004425,CUST000055,Loan Account,2026-04-19,Credit,Cash Deposit,UPI,196265.46,Failed,Texas
TXN0000004426,CUST000055,Savings Account,2026-06-16,Debit,Loan EMI,UPI,14021.22,Success,Texas
TXN0000004427,CUST000055,Loan Account,2025-11-15,Debit,Insurance,ATM,5859.29,Success,Texas
TXN0000004428,CUST000055,Savings Account,2026-03-24,Debit,Education,UPI,7078.64,Success,Texas
TXN0000004429,CUST000055,Credit Card,2025-11-04,Credit,Salary Credit,UPI,245536.62,Success,Texas
TXN0000004430,CUST000055,Savings Account,2025-11-09,Debit,Loan EMI,Mobile Banking,21370.28,Success,Texas
TXN0000004431,CUST000055,Savings Account,2025-10-23,Debit,Shopping,UPI,1842.75,Failed,Texas
TXN0000004432,CUST000055,Savings Account,2026-07-05,Debit,Restaurant,UPI,25103.69,Success,Texas
TXN0000004433,CUST000055,Credit Card,2025-08-17,Debit,Fuel,ATM,7434.06,Success,Texas
TXN0000004434,CUST000055,Loan Account,2026-05-03,Debit,Fuel,UPI,13333.2,Success,Texas
TXN0000004435,CUST000055,Savings Account,2026-02-28,Credit,Salary Credit,Mobile Banking,169971.25,Success,Texas
TXN0000004436,CUST000055,Savings Account,2025-11-14,Debit,Shopping,UPI,17936.33,Success,Texas
TXN0000004437,CUST000055,Credit Card,2026-06-27,Debit,Insurance,UPI,5936.24,Success,Texas
TXN0000004438,CUST000055,Credit Card,2026-01-14,Debit,Fuel,Mobile Banking,23135.76,Success,Texas
TXN0000004439,CUST000055,Savings Account,2025-09-15,Credit,Salary Credit,Internet Banking,188450.18,Success,Texas
TXN0000004440,CUST000055,Savings Account,2025-12-08,Credit,Loan Disbursement,UPI,171078.78,Success,Texas
TXN0000004441,CUST000055,Credit Card,2025-08-16,Debit,Education,Mobile Banking,3005.36,Success,Texas
TXN0000004442,CUST000055,Credit Card,2025-12-26,Debit,Education,POS,14346.81,Success,Texas
TXN0000004443,CUST000055,Credit Card,2025-07-30,Debit,Loan EMI,Mobile Banking,15932.08,Success,Texas
TXN0000004444,CUST000055,Savings Account,2025-07-20,Debit,Fuel,ATM,21638.59,Success,Texas
TXN0000004445,CUST000055,Credit Card,2026-06-24,Debit,Fuel,Mobile Banking,16505.11,Success,Texas
TXN0000004446,CUST000055,Credit Card,2025-09-13,Debit,Entertainment,ATM,7935.41,Success,Texas
TXN0000004447,CUST000055,Credit Card,2025-12-09,Debit,Fuel,UPI,5630.14,Success,Texas
TXN0000004448,CUST000055,Loan Account,2026-06-14,Debit,Fuel,UPI,2715.55,Success,Texas
TXN0000004449,CUST000055,Loan Account,2025-10-23,Credit,Cash Deposit,UPI,31510.57,Success,Texas
TXN0000004450,CUST000055,Credit Card,2025-09-30,Credit,Salary Credit,UPI,147467.89,Success,Texas
TXN0000004451,CUST000055,Loan Account,2025-07-29,Debit,Entertainment,UPI,23476.76,Success,Texas
TXN0000004452,CUST000055,Savings Account,2026-01-23,Debit,Insurance,UPI,6994.48,Success,Texas
TXN0000004453,CUST000055,Credit Card,2026-06-02,Debit,Utilities,UPI,14045.7,Failed,Texas
TXN0000004454,CUST000055,Credit Card,2025-07-17,Credit,Salary Credit,ATM,122086.01,Success,Texas
TXN0000004455,CUST000055,Credit Card,2025-08-29,Debit,Fuel,UPI,28860.72,Success,Texas
TXN0000004456,CUST000055,Savings Account,2025-07-21,Credit,Salary Credit,Mobile Banking,102085.74,Success,Texas
TXN0000004457,CUST000055,Loan Account,2026-01-03,Debit,Utilities,UPI,3406.39,Success,Texas
TXN0000004458,CUST000055,Credit Card,2026-04-17,Credit,Salary Credit,UPI,41719.0,Success,Texas
TXN0000004459,CUST000055,Savings Account,2025-11-18,Debit,Education,UPI,27009.65,Success,Texas
TXN0000004460,CUST000055,Savings Account,2025-12-19,Debit,Utilities,Mobile Banking,15518.09,Success,Texas
TXN0000004461,CUST000055,Credit Card,2025-12-29,Debit,Groceries,UPI,19245.42,Success,Texas
TXN0000004462,CUST000055,Loan Account,2026-04-30,Debit,Fuel,UPI,2741.22,Success,Texas
TXN0000004463,CUST000055,Loan Account,2025-10-01,Debit,Utilities,UPI,8600.23,Success,Texas
TXN0000004464,CUST000055,Savings Account,2026-04-11,Credit,Salary Credit,Internet Banking,188975.91,Success,Texas
TXN0000004465,CUST000055,Credit Card,2026-07-04,Debit,Groceries,Mobile Banking,29768.48,Success,Texas
TXN0000004466,CUST000055,Loan Account,2026-06-27,Debit,Groceries,UPI,23414.21,Success,Texas
TXN0000004467,CUST000055,Savings Account,2026-01-04,Debit,Travel,POS,3567.87,Success,Texas
TXN0000004468,CUST000055,Savings Account,2025-07-11,Debit,Shopping,POS,17578.55,Success,Texas
TXN0000004469,CUST000055,Loan Account,2026-03-09,Credit,Salary Credit,UPI,230447.09,Success,Texas
TXN0000004470,CUST000055,Savings Account,2026-05-11,Debit,Shopping,Mobile Banking,3503.97,Success,Texas
TXN0000004471,CUST000055,Loan Account,2025-07-10,Debit,Loan EMI,UPI,29344.43,Success,Texas
TXN0000004472,CUST000055,Loan Account,2026-04-09,Debit,Fuel,ATM,23246.98,Success,Texas
TXN0000004473,CUST000055,Savings Account,2026-05-10,Debit,Shopping,UPI,6383.55,Success,Texas
TXN0000004474,CUST000055,Loan Account,2026-03-26,Debit,Travel,Mobile Banking,18958.13,Success,Texas
TXN0000004475,CUST000055,Loan Account,2026-06-21,Credit,Salary Credit,Mobile Banking,90249.81,Success,Texas
TXN0000004476,CUST000055,Loan Account,2026-06-03,Debit,Restaurant,ATM,17125.68,Success,Texas
TXN0000004477,CUST000055,Loan Account,2026-05-14,Debit,Fuel,UPI,11453.44,Success,Texas
TXN0000004478,CUST000055,Savings Account,2026-01-25,Credit,Salary Credit,Internet Banking,59667.95,Success,Texas
TXN0000004479,CUST000055,Savings Account,2026-03-11,Debit,Insurance,UPI,7000.02,Success,Texas
TXN0000004480,CUST000055,Loan Account,2025-07-17,Credit,Cash Deposit,Mobile Banking,135037.62,Failed,Texas
TXN0000004481,CUST000055,Loan Account,2025-09-23,Credit,Salary Credit,UPI,218107.95,Success,Texas
TXN0000004482,CUST000055,Credit Card,2026-06-23,Debit,Shopping,UPI,23119.13,Success,Texas
TXN0000004483,CUST000055,Savings Account,2026-02-19,Debit,Travel,Mobile Banking,1664.86,Success,Texas
TXN0000004484,CUST000055,Credit Card,2025-10-16,Debit,Shopping,POS,1806.66,Success,Texas
TXN0000004485,CUST000055,Loan Account,2026-04-21,Debit,Groceries,POS,21751.19,Success,Texas
TXN0000004486,CUST000055,Loan Account,2026-03-24,Credit,Salary Credit,Mobile Banking,75871.07,Success,Texas
TXN0000004487,CUST000055,Loan Account,2026-05-30,Debit,Groceries,ATM,15426.43,Success,Texas
TXN0000004488,CUST000055,Loan Account,2025-11-25,Credit,Cash Deposit,UPI,244735.69,Success,Texas
TXN0000004489,CUST000055,Credit Card,2026-03-25,Credit,Loan Disbursement,POS,195930.73,Success,Texas
TXN0000004490,CUST000056,Credit Card,2025-09-06,Credit,Salary Credit,ATM,102708.25,Success,Maryland
TXN0000004491,CUST000056,Savings Account,2026-03-04,Credit,Salary Credit,Mobile Banking,161034.11,Success,Maryland
TXN0000004492,CUST000056,Loan Account,2026-07-04,Debit,Groceries,Internet Banking,4134.75,Success,Maryland
TXN0000004493,CUST000056,Loan Account,2025-12-05,Debit,Education,Internet Banking,2905.34,Success,Maryland
TXN0000004494,CUST000056,Credit Card,2026-01-17,Debit,Fuel,Mobile Banking,25487.02,Success,Maryland
TXN0000004495,CUST000056,Loan Account,2025-09-29,Debit,Fuel,POS,26568.86,Success,Maryland
TXN0000004496,CUST000056,Savings Account,2025-09-16,Credit,Salary Credit,POS,130327.07,Success,Maryland
TXN0000004497,CUST000056,Loan Account,2026-04-27,Debit,Insurance,POS,10425.65,Success,Maryland
TXN0000004498,CUST000056,Savings Account,2026-03-22,Debit,Fuel,UPI,8956.08,Success,Maryland
TXN0000004499,CUST000056,Savings Account,2026-01-30,Debit,Restaurant,UPI,13204.09,Success,Maryland
TXN0000004500,CUST000056,Savings Account,2025-10-01,Debit,Healthcare,POS,13422.6,Success,Maryland
TXN0000004501,CUST000056,Savings Account,2025-10-09,Debit,Education,UPI,25394.45,Success,Maryland
TXN0000004502,CUST000056,Credit Card,2025-12-09,Debit,Fuel,UPI,8404.75,Success,Maryland
TXN0000004503,CUST000056,Credit Card,2026-05-19,Debit,Restaurant,Mobile Banking,22403.57,Success,Maryland
TXN0000004504,CUST000056,Credit Card,2026-01-19,Debit,Groceries,UPI,2119.14,Success,Maryland
TXN0000004505,CUST000056,Credit Card,2025-10-19,Debit,Shopping,UPI,12589.44,Success,Maryland
TXN0000004506,CUST000056,Savings Account,2025-12-31,Debit,Groceries,UPI,23511.33,Success,Maryland
TXN0000004507,CUST000056,Savings Account,2026-06-01,Debit,Utilities,Internet Banking,21628.84,Success,Maryland
TXN0000004508,CUST000056,Savings Account,2025-12-28,Debit,Groceries,UPI,12214.6,Success,Maryland
TXN0000004509,CUST000056,Credit Card,2026-01-15,Debit,Groceries,UPI,22706.96,Success,Maryland
TXN0000004510,CUST000056,Loan Account,2025-12-17,Debit,Shopping,UPI,11168.39,Success,Maryland
TXN0000004511,CUST000056,Savings Account,2025-10-26,Debit,Shopping,Mobile Banking,8409.15,Success,Maryland
TXN0000004512,CUST000056,Loan Account,2026-02-19,Credit,Refund,Mobile Banking,69641.03,Success,Maryland
TXN0000004513,CUST000056,Credit Card,2025-12-03,Debit,Loan EMI,UPI,25580.39,Success,Maryland
TXN0000004514,CUST000056,Credit Card,2025-08-13,Debit,Groceries,ATM,3500.76,Success,Maryland
TXN0000004515,CUST000056,Credit Card,2025-09-11,Debit,Travel,Mobile Banking,28737.38,Success,Maryland
TXN0000004516,CUST000056,Credit Card,2026-03-24,Debit,Groceries,Mobile Banking,3870.56,Success,Maryland
TXN0000004517,CUST000056,Loan Account,2026-01-23,Debit,Restaurant,Mobile Banking,20085.49,Success,Maryland
TXN0000004518,CUST000056,Savings Account,2025-09-02,Debit,Groceries,UPI,23909.81,Success,Maryland
TXN0000004519,CUST000056,Savings Account,2026-04-03,Debit,Investment,POS,11460.63,Success,Maryland
TXN0000004520,CUST000056,Savings Account,2026-03-07,Debit,Fuel,Mobile Banking,26856.1,Success,Maryland
TXN0000004521,CUST000056,Credit Card,2025-11-13,Debit,Fuel,Mobile Banking,8888.3,Success,Maryland
TXN0000004522,CUST000056,Loan Account,2025-08-04,Debit,Groceries,POS,15123.41,Success,Maryland
TXN0000004523,CUST000056,Credit Card,2026-02-28,Credit,Salary Credit,POS,207542.74,Success,Maryland
TXN0000004524,CUST000056,Savings Account,2025-07-17,Debit,Shopping,UPI,10549.79,Success,Maryland
TXN0000004525,CUST000056,Credit Card,2026-04-13,Debit,Loan EMI,UPI,25497.48,Success,Maryland
TXN0000004526,CUST000056,Loan Account,2026-06-04,Credit,Salary Credit,Internet Banking,242539.8,Success,Maryland
TXN0000004527,CUST000056,Credit Card,2025-07-17,Debit,Fuel,Internet Banking,14367.76,Success,Maryland
TXN0000004528,CUST000056,Loan Account,2026-03-22,Debit,Fuel,Mobile Banking,20550.58,Success,Maryland
TXN0000004529,CUST000056,Credit Card,2026-05-23,Debit,Shopping,POS,27373.96,Success,Maryland
TXN0000004530,CUST000056,Loan Account,2026-05-17,Debit,Groceries,UPI,3624.43,Success,Maryland
TXN0000004531,CUST000056,Savings Account,2026-03-08,Debit,Fuel,UPI,20027.28,Success,Maryland
TXN0000004532,CUST000056,Loan Account,2026-02-14,Debit,Loan EMI,POS,28448.1,Success,Maryland
TXN0000004533,CUST000056,Savings Account,2026-01-29,Credit,Salary Credit,Mobile Banking,165740.5,Success,Maryland
TXN0000004534,CUST000056,Savings Account,2025-08-15,Debit,Travel,Mobile Banking,26722.96,Success,Maryland
TXN0000004535,CUST000056,Credit Card,2025-08-05,Debit,Restaurant,UPI,14684.29,Success,Maryland
TXN0000004536,CUST000056,Credit Card,2026-01-23,Credit,Salary Credit,Mobile Banking,71826.7,Success,Maryland
TXN0000004537,CUST000056,Credit Card,2025-10-16,Debit,Loan EMI,Mobile Banking,14698.24,Success,Maryland
TXN0000004538,CUST000056,Credit Card,2026-06-19,Credit,Interest Credit,POS,39568.59,Success,Maryland
TXN0000004539,CUST000056,Savings Account,2025-11-01,Debit,Restaurant,Internet Banking,3116.55,Success,Maryland
TXN0000004540,CUST000056,Credit Card,2026-02-27,Debit,Loan EMI,UPI,4458.55,Success,Maryland
TXN0000004541,CUST000056,Loan Account,2026-03-07,Debit,Groceries,POS,3989.06,Success,Maryland
TXN0000004542,CUST000056,Credit Card,2025-10-31,Debit,Shopping,Internet Banking,9799.5,Success,Maryland
TXN0000004543,CUST000056,Loan Account,2026-01-17,Debit,Travel,POS,15969.23,Success,Maryland
TXN0000004544,CUST000056,Credit Card,2025-09-25,Debit,Shopping,POS,21926.75,Success,Maryland
TXN0000004545,CUST000056,Loan Account,2026-05-08,Credit,Salary Credit,POS,26064.67,Success,Maryland
TXN0000004546,CUST000056,Loan Account,2025-09-27,Debit,Groceries,UPI,28011.22,Success,Maryland
TXN0000004547,CUST000056,Loan Account,2026-06-08,Debit,Groceries,POS,5813.92,Success,Maryland
TXN0000004548,CUST000056,Credit Card,2026-03-26,Debit,Shopping,POS,1566.33,Success,Maryland
TXN0000004549,CUST000056,Credit Card,2026-02-01,Debit,Restaurant,POS,29926.32,Success,Maryland
TXN0000004550,CUST000056,Savings Account,2026-07-01,Debit,Restaurant,Mobile Banking,29277.65,Success,Maryland
TXN0000004551,CUST000056,Savings Account,2025-11-22,Credit,Salary Credit,Internet Banking,212192.49,Success,Maryland
TXN0000004552,CUST000056,Loan Account,2025-12-07,Debit,Restaurant,ATM,2762.35,Success,Maryland
TXN0000004553,CUST000056,Savings Account,2026-06-20,Debit,Shopping,POS,24419.91,Success,Maryland
TXN0000004554,CUST000056,Loan Account,2026-03-10,Debit,Healthcare,Mobile Banking,2018.56,Success,Maryland
TXN0000004555,CUST000056,Loan Account,2026-02-03,Debit,Groceries,UPI,21162.09,Success,Maryland
TXN0000004556,CUST000056,Savings Account,2025-11-07,Credit,Investment Redemption,UPI,64600.54,Success,Maryland
TXN0000004557,CUST000056,Savings Account,2025-12-02,Debit,Fuel,UPI,10869.1,Success,Maryland
TXN0000004558,CUST000056,Loan Account,2026-05-17,Debit,Fuel,POS,23429.01,Success,Maryland
TXN0000004559,CUST000056,Savings Account,2026-03-31,Debit,Shopping,UPI,17744.45,Success,Maryland
TXN0000004560,CUST000056,Savings Account,2025-12-17,Debit,Healthcare,UPI,2769.29,Success,Maryland
TXN0000004561,CUST000056,Loan Account,2026-02-28,Credit,Salary Credit,Internet Banking,53126.65,Success,Maryland
TXN0000004562,CUST000056,Loan Account,2026-06-22,Credit,Salary Credit,UPI,124742.82,Failed,Maryland
TXN0000004563,CUST000056,Loan Account,2025-12-25,Debit,Travel,Mobile Banking,8479.4,Success,Maryland
TXN0000004564,CUST000056,Credit Card,2025-12-16,Debit,Restaurant,UPI,5252.5,Success,Maryland
TXN0000004565,CUST000056,Loan Account,2025-09-17,Debit,Groceries,UPI,21534.62,Success,Maryland
TXN0000004566,CUST000056,Savings Account,2025-12-16,Debit,Healthcare,Mobile Banking,11386.67,Success,Maryland
TXN0000004567,CUST000056,Credit Card,2026-03-12,Debit,Restaurant,UPI,7057.11,Success,Maryland
TXN0000004568,CUST000056,Savings Account,2025-10-15,Debit,Groceries,Internet Banking,28366.62,Success,Maryland
TXN0000004569,CUST000056,Loan Account,2026-04-09,Debit,Travel,UPI,25790.98,Success,Maryland
TXN0000004570,CUST000056,Loan Account,2025-11-09,Debit,Fuel,Mobile Banking,2025.01,Success,Maryland
TXN0000004571,CUST000056,Loan Account,2026-01-30,Debit,Healthcare,POS,2542.99,Success,Maryland
TXN0000004572,CUST000056,Savings Account,2026-02-22,Debit,Loan EMI,Internet Banking,1986.85,Success,Maryland
TXN0000004573,CUST000056,Loan Account,2025-10-18,Debit,Healthcare,ATM,20801.19,Success,Maryland
TXN0000004574,CUST000056,Credit Card,2025-08-12,Debit,Shopping,UPI,23215.26,Success,Maryland
TXN0000004575,CUST000056,Savings Account,2025-09-08,Debit,Investment,UPI,8812.08,Success,Maryland
TXN0000004576,CUST000056,Savings Account,2025-11-06,Debit,Utilities,Internet Banking,22829.49,Success,Maryland
TXN0000004577,CUST000056,Loan Account,2025-12-23,Debit,Shopping,Mobile Banking,1480.31,Success,Maryland
TXN0000004578,CUST000056,Savings Account,2026-05-20,Debit,Shopping,Mobile Banking,9771.1,Success,Maryland
TXN0000004579,CUST000056,Savings Account,2025-11-28,Debit,Restaurant,ATM,7451.28,Success,Maryland
TXN0000004580,CUST000056,Loan Account,2025-09-03,Debit,Healthcare,POS,19247.93,Success,Maryland
TXN0000004581,CUST000056,Loan Account,2025-09-27,Debit,Restaurant,Mobile Banking,8629.14,Success,Maryland
TXN0000004582,CUST000056,Loan Account,2025-11-11,Debit,Groceries,ATM,18493.68,Success,Maryland
TXN0000004583,CUST000056,Loan Account,2025-12-30,Debit,Restaurant,UPI,7313.09,Success,Maryland
TXN0000004584,CUST000056,Loan Account,2025-12-05,Debit,Restaurant,POS,11849.8,Success,Maryland
TXN0000004585,CUST000056,Savings Account,2026-01-20,Debit,Travel,Internet Banking,20747.12,Success,Maryland
