session_id,customer_id,login_datetime,login_channel,device_type,login_status,session_duration_minutes,activity_type,transactions_in_session,biometric_login,state
SESS0000001466,CUST000054,2026-04-18 04:39:32.181935,Mobile App,Android,Success,10,Bill Payment,1,Yes,Nevada
SESS0000001467,CUST000054,2025-08-28 14:54:32.181965,Mobile App,Android,Success,5,Balance Enquiry,0,Yes,Nevada
SESS0000001468,CUST000054,2026-05-05 17:12:32.181994,Mobile App,Android,Success,9,Credit Card Payment,0,No,Nevada
SESS0000001469,CUST000054,2025-09-19 05:18:32.182024,Mobile App,Android,Success,2,Reward Redemption,0,Yes,Nevada
SESS0000001470,CUST000054,2026-05-22 19:30:32.182053,Mobile App,MacBook,Success,4,Funds Transfer,2,No,Nevada
SESS0000001471,CUST000054,2026-02-15 14:39:32.182080,Mobile App,Android,Success,5,Bill Payment,0,Yes,Nevada
SESS0000001472,CUST000054,2025-11-20 15:26:32.182107,Mobile App,iPhone,Success,15,Funds Transfer,0,Yes,Nevada
SESS0000001473,CUST000054,2026-01-26 03:28:32.182135,Mobile App,Android,Success,2,Funds Transfer,0,No,Nevada
SESS0000001474,CUST000054,2026-06-05 20:52:32.182163,Mobile App,Android,Success,15,Bill Payment,0,Yes,Nevada
SESS0000001475,CUST000054,2026-04-09 01:07:32.182190,Web Portal,Android,Success,4,Profile Update,0,Yes,Nevada
SESS0000001476,CUST000054,2025-07-21 08:32:32.182218,Mobile App,iPhone,Success,2,Funds Transfer,0,No,Nevada
SESS0000001477,CUST000054,2025-11-04 15:14:32.182246,Mobile App,Android,Success,6,Loan Account View,0,No,Nevada
SESS0000001478,CUST000054,2025-08-06 14:57:32.182276,Mobile App,iPhone,Success,2,Profile Update,0,Yes,Nevada
SESS0000001479,CUST000054,2026-06-16 15:48:32.182306,Mobile App,iPhone,Success,10,Bill Payment,0,Yes,Nevada
SESS0000001480,CUST000054,2025-10-22 22:27:32.182335,Mobile App,Android,Success,8,Loan Account View,0,Yes,Nevada
SESS0000001481,CUST000054,2025-12-09 06:09:32.182363,Mobile App,Android,Success,4,Bill Payment,0,No,Nevada
SESS0000001482,CUST000054,2025-11-08 10:26:32.182393,Mobile App,MacBook,Success,2,Funds Transfer,0,No,Nevada
SESS0000001483,CUST000054,2026-03-16 20:06:32.182421,Mobile App,Android,Success,4,Bill Payment,1,Yes,Nevada
SESS0000001484,CUST000054,2025-12-05 01:14:32.182448,Mobile App,Windows,Success,4,Profile Update,0,No,Nevada
SESS0000001485,CUST000054,2026-02-04 23:45:32.182478,Mobile App,Android,Success,7,Service Request,0,Yes,Nevada
SESS0000001486,CUST000054,2025-12-13 12:43:32.182509,Mobile App,MacBook,Success,6,Reward Redemption,1,No,Nevada
SESS0000001487,CUST000054,2026-01-09 14:54:32.182540,Web Portal,iPhone,Success,3,Funds Transfer,1,Yes,Nevada
SESS0000001488,CUST000054,2026-05-15 15:46:32.182570,Mobile App,Android,Success,4,Statement Download,0,Yes,Nevada
SESS0000001489,CUST000054,2025-11-14 00:53:32.182593,Mobile App,MacBook,Failed,7,Login Failed,0,No,Nevada
SESS0000001490,CUST000054,2026-04-09 11:37:32.183030,Mobile App,Android,Success,7,Credit Card Payment,1,No,Nevada
SESS0000001491,CUST000055,2026-05-26 20:09:32.183170,Mobile App,iPhone,Failed,16,Login Failed,0,Yes,Texas
SESS0000001492,CUST000055,2026-05-29 07:10:32.183212,Mobile App,Android,Success,3,Loan Account View,0,Yes,Texas
SESS0000001493,CUST000055,2026-05-18 02:32:32.183247,Mobile App,iPhone,Success,9,Statement Download,0,No,Texas
SESS0000001494,CUST000055,2026-03-11 19:29:32.183279,Web Portal,iPhone,Success,2,Funds Transfer,0,Yes,Texas
SESS0000001495,CUST000055,2025-07-19 23:10:32.183310,Mobile App,Android,Success,11,Credit Card Payment,0,Yes,Texas
SESS0000001496,CUST000055,2026-06-01 23:58:32.183343,Mobile App,Android,Success,16,Loan Account View,0,Yes,Texas
SESS0000001497,CUST000055,2025-12-28 19:41:32.183377,Mobile App,Android,Success,2,Statement Download,0,Yes,Texas
SESS0000001498,CUST000055,2025-12-16 22:50:32.183410,Web Portal,MacBook,Success,2,Bill Payment,0,No,Texas
SESS0000001499,CUST000055,2025-10-25 08:33:32.183441,Mobile App,Android,Success,7,Profile Update,0,Yes,Texas
SESS0000001500,CUST000055,2026-03-15 17:17:32.183466,Mobile App,iPhone,Failed,5,Login Failed,0,Yes,Texas
SESS0000001501,CUST000055,2026-03-22 04:57:32.183498,Mobile App,Android,Success,5,Balance Enquiry,0,Yes,Texas
SESS0000001502,CUST000055,2026-03-18 09:58:32.183529,Mobile App,Android,Success,6,Balance Enquiry,0,Yes,Texas
SESS0000001503,CUST000055,2026-06-15 06:02:32.183560,Mobile App,Android,Success,5,Funds Transfer,2,Yes,Texas
SESS0000001504,CUST000055,2026-04-29 21:18:32.183592,Mobile App,Windows,Success,9,Funds Transfer,0,No,Texas
SESS0000001505,CUST000055,2025-11-20 06:23:32.183618,Mobile App,Android,Failed,6,Login Failed,0,Yes,Texas
SESS0000001506,CUST000055,2025-12-05 19:26:32.183650,Web Portal,Android,Success,2,Balance Enquiry,0,Yes,Texas
SESS0000001507,CUST000055,2025-07-17 22:09:32.183682,Mobile App,Android,Success,6,Funds Transfer,0,No,Texas
SESS0000001508,CUST000055,2025-11-29 19:07:32.184244,Mobile App,Android,Success,16,Balance Enquiry,0,Yes,Texas
SESS0000001509,CUST000055,2025-07-22 05:41:32.184284,Mobile App,Android,Success,2,Funds Transfer,0,Yes,Texas
SESS0000001510,CUST000055,2025-09-19 17:48:32.184317,Mobile App,Android,Success,5,Credit Card Payment,1,Yes,Texas
SESS0000001511,CUST000055,2025-11-04 23:29:32.184349,Web Portal,iPhone,Success,19,Loan Account View,0,Yes,Texas
SESS0000001512,CUST000055,2025-10-21 08:56:32.184382,Web Portal,Android,Success,12,Funds Transfer,0,Yes,Texas
SESS0000001513,CUST000055,2025-09-29 10:38:32.184416,Mobile App,iPhone,Success,7,Balance Enquiry,0,Yes,Texas
SESS0000001514,CUST000055,2025-08-07 10:31:32.184450,Mobile App,Android,Success,17,Funds Transfer,1,No,Texas
SESS0000001515,CUST000055,2025-08-20 18:17:32.184484,Mobile App,Android,Success,15,Credit Card Payment,0,Yes,Texas
SESS0000001516,CUST000055,2026-01-06 12:33:32.184519,Web Portal,Android,Success,3,Credit Card Payment,1,No,Texas
SESS0000001517,CUST000055,2025-12-12 08:52:32.184554,Mobile App,Android,Success,2,Statement Download,0,No,Texas
SESS0000001518,CUST000055,2025-08-30 00:03:32.184588,Mobile App,Android,Success,13,Offer Browsing,0,Yes,Texas
SESS0000001519,CUST000055,2025-11-10 07:53:32.184623,Web Portal,iPhone,Success,7,Reward Redemption,0,Yes,Texas
SESS0000001520,CUST000055,2026-06-03 21:53:32.184659,Mobile App,Android,Success,10,Statement Download,0,Yes,Texas
SESS0000001521,CUST000055,2025-12-12 23:21:32.184691,Mobile App,Android,Success,18,Funds Transfer,1,No,Texas
SESS0000001522,CUST000055,2026-05-25 22:45:32.184761,Web Portal,Android,Success,4,Funds Transfer,0,Yes,Texas
SESS0000001523,CUST000055,2025-11-30 05:05:32.184792,Mobile App,iPhone,Success,3,Bill Payment,1,Yes,Texas
SESS0000001524,CUST000055,2026-04-13 05:09:32.184825,Mobile App,iPhone,Success,15,Funds Transfer,0,Yes,Texas
SESS0000001525,CUST000055,2025-08-06 23:33:32.184856,Mobile App,iPhone,Success,19,Offer Browsing,0,Yes,Texas
SESS0000001526,CUST000055,2025-07-21 22:11:32.184890,Mobile App,MacBook,Success,7,Funds Transfer,2,No,Texas
SESS0000001527,CUST000055,2025-12-26 09:03:32.184924,Mobile App,iPhone,Success,7,Bill Payment,1,No,Texas
SESS0000001528,CUST000056,2025-08-01 15:54:32.185081,Mobile App,Windows,Success,15,Balance Enquiry,0,No,Maryland
SESS0000001529,CUST000056,2025-07-31 00:46:32.185123,Mobile App,Android,Success,16,Balance Enquiry,0,No,Maryland
SESS0000001530,CUST000056,2026-01-20 02:52:32.185158,Mobile App,Android,Success,4,Bill Payment,1,Yes,Maryland
SESS0000001531,CUST000056,2025-12-22 17:39:32.185193,Mobile App,Android,Success,5,Profile Update,0,Yes,Maryland
SESS0000001532,CUST000056,2025-07-16 16:41:32.185226,Mobile App,Android,Success,10,Funds Transfer,2,Yes,Maryland
SESS0000001533,CUST000056,2025-09-17 04:52:32.185261,Mobile App,Android,Success,12,Loan Account View,0,Yes,Maryland
SESS0000001534,CUST000056,2026-04-30 09:54:32.185287,Mobile App,Android,Failed,2,Login Failed,0,No,Maryland
SESS0000001535,CUST000056,2026-02-22 20:43:32.185313,Mobile App,Android,Failed,7,Login Failed,0,Yes,Maryland
SESS0000001536,CUST000056,2025-11-18 22:51:32.185346,Mobile App,Android,Success,12,Credit Card Payment,0,Yes,Maryland
SESS0000001537,CUST000056,2025-10-28 00:25:32.185380,Mobile App,Android,Success,3,Credit Card Payment,0,No,Maryland
SESS0000001538,CUST000056,2026-04-19 10:54:32.185414,Web Portal,Android,Success,17,Bill Payment,1,Yes,Maryland
SESS0000001539,CUST000056,2026-06-14 13:46:32.185447,Mobile App,Android,Success,3,Credit Card Payment,1,Yes,Maryland
SESS0000001540,CUST000056,2025-11-19 12:41:32.185481,Mobile App,iPhone,Success,4,Offer Browsing,0,Yes,Maryland
SESS0000001541,CUST000056,2026-04-21 02:18:32.185515,Mobile App,Android,Success,8,Loan Account View,0,Yes,Maryland
SESS0000001542,CUST000056,2026-05-04 14:58:32.185550,Mobile App,Android,Success,5,Balance Enquiry,0,Yes,Maryland
SESS0000001543,CUST000056,2025-12-17 00:26:32.185585,Mobile App,Android,Success,13,Loan Account View,0,Yes,Maryland
SESS0000001544,CUST000056,2025-10-16 05:06:32.185620,Web Portal,Android,Success,10,Funds Transfer,0,Yes,Maryland
SESS0000001545,CUST000056,2025-08-27 05:25:32.185655,Web Portal,Android,Success,3,Balance Enquiry,0,Yes,Maryland
SESS0000001546,CUST000056,2025-10-13 21:39:32.185690,Mobile App,iPhone,Success,8,Credit Card Payment,0,Yes,Maryland
SESS0000001547,CUST000056,2026-03-14 03:50:32.185773,Mobile App,iPhone,Success,4,Funds Transfer,0,No,Maryland
SESS0000001548,CUST000056,2025-09-01 01:27:32.185810,Web Portal,Android,Success,3,Funds Transfer,1,Yes,Maryland
SESS0000001549,CUST000056,2026-03-16 23:34:32.185845,Mobile App,Android,Success,6,Funds Transfer,2,No,Maryland
SESS0000001550,CUST000056,2025-12-14 02:05:32.185880,Mobile App,Android,Success,4,Statement Download,0,No,Maryland
SESS0000001551,CUST000056,2025-07-09 01:16:32.185915,Mobile App,Android,Success,4,Balance Enquiry,0,No,Maryland
SESS0000001552,CUST000056,2026-04-07 17:55:32.185949,Mobile App,Windows,Success,20,Credit Card Payment,0,No,Maryland
SESS0000001553,CUST000056,2025-11-05 10:13:32.185981,Web Portal,Android,Success,2,Funds Transfer,2,Yes,Maryland
SESS0000001554,CUST000056,2025-07-31 07:03:32.186014,Web Portal,Android,Success,4,Balance Enquiry,0,Yes,Maryland
SESS0000001555,CUST000056,2025-08-04 15:45:32.186046,Mobile App,iPhone,Success,7,Funds Transfer,1,Yes,Maryland
SESS0000001556,CUST000056,2026-06-15 05:57:32.186078,Mobile App,Android,Success,2,Credit Card Payment,1,Yes,Maryland
SESS0000001557,CUST000056,2026-01-21 04:00:32.186111,Mobile App,iPhone,Success,10,Bill Payment,1,Yes,Maryland
SESS0000001558,CUST000056,2026-06-08 01:26:32.186144,Mobile App,Android,Success,3,Funds Transfer,0,No,Maryland
SESS0000001559,CUST000056,2026-05-20 12:31:32.186176,Mobile App,iPhone,Success,12,Profile Update,0,Yes,Maryland
SESS0000001560,CUST000056,2025-11-13 23:41:32.186207,Mobile App,iPhone,Success,20,Offer Browsing,0,Yes,Maryland
SESS0000001561,CUST000056,2026-05-28 21:28:32.186240,Mobile App,Android,Success,5,Profile Update,0,Yes,Maryland
SESS0000001562,CUST000056,2026-01-09 09:24:32.186275,Mobile App,Android,Success,3,Bill Payment,1,Yes,Maryland
SESS0000001563,CUST000056,2025-10-18 19:31:32.186309,Mobile App,iPhone,Success,4,Statement Download,0,Yes,Maryland
SESS0000001564,CUST000056,2025-11-02 05:00:32.186344,Web Portal,Android,Success,5,Profile Update,0,Yes,Maryland
SESS0000001565,CUST000056,2026-01-30 23:35:32.186379,Mobile App,Android,Success,9,Funds Transfer,1,Yes,Maryland
SESS0000001566,CUST000056,2025-12-23 05:50:32.186413,Mobile App,Windows,Success,2,Balance Enquiry,0,No,Maryland
SESS0000001567,CUST000056,2025-09-09 17:53:32.186448,Web Portal,Android,Success,13,Funds Transfer,0,Yes,Maryland
SESS0000001568,CUST000056,2025-09-19 18:53:32.186482,Mobile App,Android,Success,6,Bill Payment,0,No,Maryland
SESS0000001569,CUST000056,2025-11-14 03:34:32.186515,Mobile App,Android,Success,12,Balance Enquiry,0,Yes,Maryland
SESS0000001570,CUST000056,2025-08-29 04:55:32.186549,Web Portal,Windows,Success,5,Bill Payment,1,No,Maryland
SESS0000001571,CUST000056,2026-03-17 07:32:32.186584,Mobile App,Android,Success,2,Offer Browsing,0,Yes,Maryland
SESS0000001572,CUST000057,2026-02-16 22:49:32.186785,Mobile App,iPhone,Success,4,Credit Card Payment,1,Yes,Missouri
SESS0000001573,CUST000057,2026-06-13 22:56:32.186824,Mobile App,iPhone,Success,10,Balance Enquiry,0,Yes,Missouri
SESS0000001574,CUST000057,2026-05-18 10:07:32.186859,Mobile App,Android,Success,2,Bill Payment,1,Yes,Missouri
SESS0000001575,CUST000057,2026-02-04 00:55:32.186895,Mobile App,Android,Success,5,Balance Enquiry,0,Yes,Missouri
SESS0000001576,CUST000057,2026-02-04 08:41:32.186929,Mobile App,Windows,Success,4,Balance Enquiry,0,No,Missouri
SESS0000001577,CUST000057,2026-05-15 12:28:32.186963,Mobile App,Android,Success,17,Balance Enquiry,0,Yes,Missouri
SESS0000001578,CUST000057,2026-07-06 23:50:32.186996,Web Portal,Android,Success,2,Bill Payment,1,Yes,Missouri
SESS0000001579,CUST000057,2025-12-17 05:03:32.187031,Mobile App,iPhone,Success,3,Balance Enquiry,0,Yes,Missouri
SESS0000001580,CUST000057,2025-07-29 18:09:32.187066,Mobile App,Android,Success,3,Loan Account View,0,Yes,Missouri
SESS0000001581,CUST000057,2025-08-03 02:32:32.187099,Mobile App,Android,Success,5,Balance Enquiry,0,No,Missouri
SESS0000001582,CUST000057,2025-09-20 08:53:32.187131,Mobile App,MacBook,Success,7,Credit Card Payment,0,No,Missouri
SESS0000001583,CUST000057,2026-06-19 08:04:32.187162,Web Portal,Android,Success,7,Funds Transfer,0,No,Missouri
SESS0000001584,CUST000057,2025-12-04 04:56:32.187193,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Missouri
SESS0000001585,CUST000057,2026-05-01 06:52:32.187225,Mobile App,Android,Success,14,Balance Enquiry,0,Yes,Missouri
SESS0000001586,CUST000057,2025-07-19 13:35:32.187257,Web Portal,Android,Success,5,Funds Transfer,0,Yes,Missouri
SESS0000001587,CUST000057,2026-03-02 18:14:32.187290,Mobile App,iPhone,Success,4,Statement Download,0,No,Missouri
SESS0000001588,CUST000057,2025-11-01 12:02:32.187325,Mobile App,Windows,Success,4,Bill Payment,1,No,Missouri
SESS0000001589,CUST000057,2026-05-23 02:32:32.187360,Mobile App,Android,Success,3,Bill Payment,0,Yes,Missouri
SESS0000001590,CUST000057,2025-08-03 23:48:32.187395,Mobile App,Android,Success,2,Funds Transfer,1,Yes,Missouri
SESS0000001591,CUST000057,2026-02-23 15:53:32.187429,Mobile App,Android,Success,3,Bill Payment,0,Yes,Missouri
SESS0000001592,CUST000057,2026-04-07 12:57:32.187463,Mobile App,iPhone,Success,9,Profile Update,0,Yes,Missouri
SESS0000001593,CUST000057,2025-11-02 09:37:32.187497,Mobile App,Android,Success,2,Credit Card Payment,0,Yes,Missouri
SESS0000001594,CUST000057,2026-03-09 18:55:32.187530,Web Portal,Android,Success,10,Reward Redemption,0,No,Missouri
SESS0000001595,CUST000057,2026-02-08 19:15:32.187562,Mobile App,Windows,Success,3,Balance Enquiry,0,No,Missouri
SESS0000001596,CUST000057,2026-01-26 17:21:32.187592,Web Portal,iPhone,Success,2,Funds Transfer,2,Yes,Missouri
SESS0000001597,CUST000057,2025-09-26 03:06:32.187622,Mobile App,Android,Success,4,Statement Download,0,Yes,Missouri
SESS0000001598,CUST000057,2025-09-08 20:53:32.187651,Web Portal,Android,Success,7,Loan Account View,0,No,Missouri
SESS0000001599,CUST000058,2026-02-02 00:24:32.187836,Mobile App,MacBook,Success,4,Funds Transfer,0,No,Maryland
SESS0000001600,CUST000058,2026-06-01 21:28:32.187876,Web Portal,Android,Success,3,Credit Card Payment,1,No,Maryland
SESS0000001601,CUST000058,2025-09-04 17:57:32.187910,Mobile App,Android,Success,18,Bill Payment,0,Yes,Maryland
SESS0000001602,CUST000058,2026-06-30 04:12:32.187941,Web Portal,iPhone,Success,4,Funds Transfer,0,Yes,Maryland
SESS0000001603,CUST000058,2026-04-21 22:59:32.187970,Mobile App,Android,Success,4,Credit Card Payment,0,Yes,Maryland
SESS0000001604,CUST000058,2025-11-27 09:48:32.188001,Mobile App,Android,Success,9,Bill Payment,0,No,Maryland
SESS0000001605,CUST000058,2026-05-31 06:35:32.188030,Mobile App,iPhone,Success,2,Balance Enquiry,0,Yes,Maryland
SESS0000001606,CUST000058,2026-06-16 08:41:32.188058,Mobile App,Android,Success,7,Loan Account View,0,Yes,Maryland
SESS0000001607,CUST000058,2025-12-29 17:59:32.188089,Mobile App,Windows,Success,2,Loan Account View,0,No,Maryland
SESS0000001608,CUST000058,2026-05-15 23:10:32.188119,Mobile App,Android,Success,4,Funds Transfer,0,Yes,Maryland
SESS0000001609,CUST000058,2026-06-17 05:06:32.188148,Mobile App,Android,Success,5,Loan Account View,0,No,Maryland
SESS0000001610,CUST000058,2026-02-14 04:30:32.188177,Mobile App,Android,Success,10,Reward Redemption,1,Yes,Maryland
SESS0000001611,CUST000058,2026-04-25 12:13:32.188206,Mobile App,iPhone,Success,2,Balance Enquiry,0,Yes,Maryland
SESS0000001612,CUST000058,2025-11-02 00:19:32.188234,Web Portal,Android,Success,18,Reward Redemption,1,Yes,Maryland
SESS0000001613,CUST000058,2025-09-16 18:44:32.188261,Mobile App,iPhone,Success,3,Bill Payment,1,Yes,Maryland
SESS0000001614,CUST000058,2025-07-20 18:07:32.188290,Mobile App,Android,Success,16,Funds Transfer,0,No,Maryland
SESS0000001615,CUST000058,2026-07-07 06:37:32.188322,Mobile App,Android,Success,14,Funds Transfer,0,No,Maryland
SESS0000001616,CUST000058,2026-04-17 03:24:32.188355,Web Portal,Android,Success,3,Funds Transfer,2,Yes,Maryland
SESS0000001617,CUST000058,2026-03-06 10:06:32.188374,Web Portal,Android,Success,20,Loan Account View,0,Yes,Maryland
SESS0000001618,CUST000058,2026-05-27 00:56:32.188391,Mobile App,Windows,Success,5,Loan Account View,0,No,Maryland
SESS0000001619,CUST000058,2026-04-02 12:35:32.188407,Mobile App,Android,Success,7,Balance Enquiry,0,Yes,Maryland
SESS0000001620,CUST000058,2026-01-11 11:48:32.188422,Mobile App,iPhone,Success,2,Credit Card Payment,0,No,Maryland
SESS0000001621,CUST000058,2025-10-29 05:11:32.188437,Mobile App,iPhone,Success,5,Funds Transfer,1,Yes,Maryland
SESS0000001622,CUST000058,2026-03-04 14:38:32.188453,Mobile App,Windows,Success,5,Profile Update,0,No,Maryland
SESS0000001623,CUST000058,2025-08-13 09:43:32.188468,Mobile App,Android,Success,9,Funds Transfer,2,Yes,Maryland
SESS0000001624,CUST000058,2025-12-31 18:25:32.188483,Mobile App,iPhone,Success,20,Credit Card Payment,1,Yes,Maryland
SESS0000001625,CUST000058,2026-01-14 07:03:32.188499,Mobile App,Android,Success,6,Balance Enquiry,0,No,Maryland
SESS0000001626,CUST000058,2025-11-07 12:29:32.188514,Mobile App,Android,Success,5,Funds Transfer,2,Yes,Maryland
SESS0000001627,CUST000058,2026-01-31 19:34:32.188530,Mobile App,iPhone,Success,4,Bill Payment,1,Yes,Maryland
SESS0000001628,CUST000058,2026-05-12 03:48:32.188545,Mobile App,MacBook,Success,5,Bill Payment,1,No,Maryland
SESS0000001629,CUST000058,2025-09-12 00:16:32.188560,Mobile App,Android,Success,4,Service Request,0,Yes,Maryland
SESS0000001630,CUST000058,2026-05-09 16:07:32.188576,Mobile App,iPhone,Success,5,Statement Download,0,Yes,Maryland
SESS0000001631,CUST000058,2025-10-08 08:55:32.188591,Mobile App,Windows,Success,19,Bill Payment,1,No,Maryland
SESS0000001632,CUST000058,2026-02-01 19:25:32.188606,Mobile App,Android,Success,10,Balance Enquiry,0,Yes,Maryland
SESS0000001633,CUST000058,2025-09-28 05:51:32.188618,Web Portal,Windows,Failed,13,Login Failed,0,No,Maryland
SESS0000001634,CUST000058,2025-07-26 05:31:32.188633,Mobile App,Android,Success,20,Balance Enquiry,0,No,Maryland
SESS0000001635,CUST000058,2025-12-22 08:11:32.188649,Mobile App,Android,Success,9,Offer Browsing,0,No,Maryland
SESS0000001636,CUST000058,2026-06-28 21:10:32.188664,Mobile App,Android,Success,3,Balance Enquiry,0,Yes,Maryland
SESS0000001637,CUST000058,2026-03-12 08:19:32.188680,Mobile App,Android,Success,7,Credit Card Payment,0,Yes,Maryland
SESS0000001638,CUST000058,2025-12-29 11:58:32.188727,Web Portal,Android,Success,5,Reward Redemption,1,No,Maryland
SESS0000001639,CUST000058,2026-01-28 03:28:32.188752,Mobile App,iPhone,Success,3,Funds Transfer,2,Yes,Maryland
SESS0000001640,CUST000059,2025-12-21 07:43:32.188850,Mobile App,Android,Success,4,Funds Transfer,1,Yes,Utah
SESS0000001641,CUST000059,2026-01-29 16:46:32.188869,Web Portal,Android,Success,8,Loan Account View,0,Yes,Utah
SESS0000001642,CUST000059,2026-07-06 18:02:32.188886,Mobile App,Android,Success,12,Profile Update,0,No,Utah
SESS0000001643,CUST000059,2025-10-28 11:50:32.188902,Mobile App,Android,Success,10,Balance Enquiry,0,No,Utah
SESS0000001644,CUST000059,2026-04-11 19:24:32.188917,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,Utah
SESS0000001645,CUST000059,2026-01-17 15:44:32.188933,Web Portal,Android,Success,8,Funds Transfer,0,Yes,Utah
SESS0000001646,CUST000059,2025-08-16 10:55:32.188949,Mobile App,Android,Success,9,Balance Enquiry,0,No,Utah
SESS0000001647,CUST000059,2026-01-06 22:58:32.188965,Mobile App,Android,Success,5,Profile Update,0,No,Utah
SESS0000001648,CUST000059,2026-06-23 10:05:32.188981,Mobile App,Android,Success,12,Funds Transfer,2,Yes,Utah
SESS0000001649,CUST000059,2026-04-06 03:18:32.188996,Mobile App,Android,Success,19,Funds Transfer,2,No,Utah
SESS0000001650,CUST000059,2026-03-30 16:59:32.189011,Web Portal,Android,Success,7,Balance Enquiry,0,Yes,Utah
SESS0000001651,CUST000059,2026-03-22 06:31:32.189026,Mobile App,Android,Success,6,Funds Transfer,2,Yes,Utah
SESS0000001652,CUST000059,2025-10-27 14:30:32.189042,Mobile App,Android,Success,7,Statement Download,0,Yes,Utah
SESS0000001653,CUST000059,2026-04-29 22:39:32.189057,Mobile App,Android,Success,15,Balance Enquiry,0,Yes,Utah
SESS0000001654,CUST000059,2026-05-12 15:43:32.189072,Mobile App,iPhone,Success,9,Loan Account View,0,Yes,Utah
SESS0000001655,CUST000059,2026-05-20 19:12:32.189088,Mobile App,Android,Success,15,Credit Card Payment,0,Yes,Utah
SESS0000001656,CUST000059,2025-08-24 19:38:32.189103,Mobile App,Android,Success,9,Offer Browsing,0,No,Utah
SESS0000001657,CUST000059,2025-10-15 12:44:32.189119,Mobile App,iPhone,Success,2,Statement Download,0,Yes,Utah
SESS0000001658,CUST000059,2026-04-29 07:44:32.189135,Mobile App,Android,Success,5,Bill Payment,0,Yes,Utah
SESS0000001659,CUST000059,2026-05-19 08:27:32.189151,Web Portal,Android,Success,9,Reward Redemption,1,Yes,Utah
SESS0000001660,CUST000059,2026-03-23 00:45:32.189166,Mobile App,Android,Success,10,Credit Card Payment,0,Yes,Utah
SESS0000001661,CUST000059,2025-10-06 15:00:32.189178,Web Portal,iPhone,Failed,11,Login Failed,0,Yes,Utah
SESS0000001662,CUST000059,2026-05-16 02:48:32.189194,Mobile App,iPhone,Success,8,Profile Update,0,Yes,Utah
SESS0000001663,CUST000059,2026-05-23 20:24:32.189209,Mobile App,Android,Success,9,Loan Account View,0,Yes,Utah
SESS0000001664,CUST000059,2026-05-06 23:02:32.189225,Mobile App,Android,Success,14,Balance Enquiry,0,Yes,Utah
SESS0000001665,CUST000059,2026-02-01 12:36:32.189237,Web Portal,Windows,Failed,6,Login Failed,0,No,Utah
SESS0000001666,CUST000059,2025-10-23 19:10:32.189252,Mobile App,Android,Success,4,Loan Account View,0,No,Utah
SESS0000001667,CUST000059,2026-03-25 04:29:32.189268,Mobile App,Android,Success,6,Statement Download,0,Yes,Utah
SESS0000001668,CUST000059,2026-03-06 22:14:32.189283,Mobile App,Android,Success,16,Balance Enquiry,0,No,Utah
SESS0000001669,CUST000060,2026-05-24 20:56:32.189362,Web Portal,Android,Success,5,Statement Download,0,Yes,North Carolina
SESS0000001670,CUST000060,2026-03-04 04:34:32.189381,Mobile App,Android,Success,3,Balance Enquiry,0,Yes,North Carolina
SESS0000001671,CUST000060,2025-12-11 16:56:32.189397,Web Portal,Android,Success,4,Bill Payment,1,No,North Carolina
SESS0000001672,CUST000060,2026-06-21 13:38:32.189413,Web Portal,Android,Success,5,Credit Card Payment,0,No,North Carolina
SESS0000001673,CUST000060,2025-12-29 14:15:32.189428,Mobile App,iPhone,Success,18,Loan Account View,0,Yes,North Carolina
SESS0000001674,CUST000060,2026-05-17 08:37:32.189445,Mobile App,Android,Success,9,Funds Transfer,2,Yes,North Carolina
SESS0000001675,CUST000060,2025-09-17 15:51:32.189460,Mobile App,Android,Success,10,Offer Browsing,0,Yes,North Carolina
SESS0000001676,CUST000060,2026-02-20 06:29:32.189476,Web Portal,Android,Success,7,Offer Browsing,0,No,North Carolina
SESS0000001677,CUST000060,2026-06-27 20:50:32.189492,Web Portal,Android,Success,6,Funds Transfer,0,No,North Carolina
SESS0000001678,CUST000060,2026-03-23 22:45:32.189507,Mobile App,iPhone,Success,2,Balance Enquiry,0,Yes,North Carolina
SESS0000001679,CUST000060,2026-03-11 10:52:32.189523,Mobile App,iPhone,Success,9,Funds Transfer,2,Yes,North Carolina
SESS0000001680,CUST000060,2026-01-11 10:45:32.189538,Web Portal,iPhone,Success,6,Bill Payment,0,Yes,North Carolina
SESS0000001681,CUST000060,2026-06-03 20:23:32.189554,Mobile App,Android,Success,3,Reward Redemption,1,Yes,North Carolina
SESS0000001682,CUST000060,2026-06-05 17:14:32.189569,Mobile App,Android,Success,5,Statement Download,0,Yes,North Carolina
SESS0000001683,CUST000060,2026-03-07 23:36:32.189581,Mobile App,Android,Failed,5,Login Failed,0,Yes,North Carolina
SESS0000001684,CUST000060,2026-06-23 22:31:32.189597,Mobile App,Android,Success,17,Bill Payment,1,No,North Carolina
SESS0000001685,CUST000060,2025-10-28 07:27:32.189612,Mobile App,Android,Success,6,Balance Enquiry,0,Yes,North Carolina
SESS0000001686,CUST000060,2026-06-20 10:58:32.189627,Mobile App,iPhone,Success,5,Balance Enquiry,0,Yes,North Carolina
SESS0000001687,CUST000060,2026-06-10 12:28:32.189643,Mobile App,Android,Success,17,Credit Card Payment,0,Yes,North Carolina
SESS0000001688,CUST000060,2026-07-03 06:48:32.189658,Mobile App,Android,Success,4,Balance Enquiry,0,Yes,North Carolina
